------------------------------------------------------------
Client connecting to 10.4.4.2, TCP port 5001 with pid 2506
TCP window size: 43.8 KByte (default)
------------------------------------------------------------
[  3] local 10.4.4.4 port 51898 connected with 10.4.4.2 port 5001
[ ID] Interval        Transfer    Bandwidth       Write/Err  Rtry    Cwnd/RTT
[  3] 20.20-20.30 sec  0.00 Bytes  0.00 bits/sec  0/2          0     1877K/659691 us
[  3] 20.30-20.40 sec  0.00 Bytes  0.00 bits/sec  0/2          0     1877K/659691 us
[  3] 20.40-20.50 sec  0.00 Bytes  0.00 bits/sec  0/1          0     1877K/659691 us
[  3] 20.50-20.60 sec  0.00 Bytes  0.00 bits/sec  0/2          0     1877K/659691 us
[  3] 20.60-20.70 sec  0.00 Bytes  0.00 bits/sec  0/2          0     1877K/659691 us
[  3] 20.70-20.80 sec  0.00 Bytes  0.00 bits/sec  0/1          0     1877K/659691 us
[  3] 20.80-20.90 sec  0.00 Bytes  0.00 bits/sec  0/2          0     1877K/659691 us
[  3] 20.90-21.00 sec  0.00 Bytes  0.00 bits/sec  0/2          0     1877K/659691 us
[  3] 21.00-21.10 sec  0.00 Bytes  0.00 bits/sec  0/1          0     1877K/659691 us
[  3] 21.10-21.20 sec  0.00 Bytes  0.00 bits/sec  0/2          0     1877K/659691 us
[  3] 21.20-21.30 sec  0.00 Bytes  0.00 bits/sec  0/2          1        1K/659691 us
[  3] 21.30-21.40 sec  0.00 Bytes  0.00 bits/sec  0/1          0      738K/795479 us
[  3] 21.40-21.50 sec   735 KBytes  60.2 Mbits/sec  6275/0          0      738K/795479 us
[  3] 21.50-21.60 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 21.60-21.70 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 21.70-21.80 sec  0.00 Bytes  0.00 bits/sec  0/1          0      738K/795479 us
[  3] 21.80-21.90 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 21.90-22.00 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 22.00-22.10 sec  0.00 Bytes  0.00 bits/sec  0/1          0      738K/795479 us
[  3] 22.10-22.20 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 22.20-22.30 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 22.30-22.40 sec  0.00 Bytes  0.00 bits/sec  0/1          0      738K/795479 us
[  3] 22.40-22.50 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 22.50-22.60 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 22.60-22.70 sec  0.00 Bytes  0.00 bits/sec  0/1          0      738K/795479 us
[  3] 22.70-22.80 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 22.80-22.90 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 22.90-23.00 sec  0.00 Bytes  0.00 bits/sec  0/1          0      738K/795479 us
[  3] 23.00-23.10 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 23.10-23.20 sec  0.00 Bytes  0.00 bits/sec  0/2          0      738K/795479 us
[  3] 23.20-23.30 sec  0.00 Bytes  0.00 bits/sec  0/1          7        5K/409524 us
[  3] 23.30-23.40 sec   103 KBytes  8.46 Mbits/sec  882/0        175       42K/19760 us
[  3] 23.40-23.50 sec   201 KBytes  16.4 Mbits/sec  1715/0        166       53K/24247 us
[  3] 23.50-23.60 sec   134 KBytes  11.0 Mbits/sec  1147/0         94       59K/27912 us
[  3] 23.60-23.70 sec   245 KBytes  20.0 Mbits/sec  2088/1        168       72K/37502 us
[  3] 23.70-23.80 sec   225 KBytes  18.4 Mbits/sec  1920/0        160       82K/34872 us
[  3] 23.80-23.90 sec   123 KBytes  10.1 Mbits/sec  1050/0         38       87K/43416 us
[  3] 23.90-24.00 sec   184 KBytes  15.1 Mbits/sec  1570/0          0       97K/40914 us
[  3] 24.00-24.10 sec   211 KBytes  17.3 Mbits/sec  1799/0          0      110K/45206 us
[  3] 24.10-24.20 sec   147 KBytes  12.0 Mbits/sec  1255/0          0      117K/49493 us
[  3] 24.20-24.30 sec   205 KBytes  16.8 Mbits/sec  1750/1          0      127K/51694 us
[  3] 24.30-24.40 sec   216 KBytes  17.7 Mbits/sec  1847/0          0      135K/61109 us
[  3] 24.40-24.50 sec  91.9 KBytes  7.53 Mbits/sec  785/0          0      142K/66249 us
[  3] 24.50-24.60 sec   247 KBytes  20.3 Mbits/sec  2113/0          0      151K/64411 us
[  3] 24.60-24.70 sec   178 KBytes  14.6 Mbits/sec  1521/0          0      162K/66389 us
[  3] 24.70-24.80 sec   122 KBytes  9.96 Mbits/sec  1038/0          0      166K/76031 us
[  3] 24.80-24.90 sec   211 KBytes  17.3 Mbits/sec  1799/0          0      181K/69928 us
[  3] 24.90-25.00 sec   225 KBytes  18.4 Mbits/sec  1920/0          0      192K/81682 us
